order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1478788,79258,Haandi,Japanese,21.126515116616844,Weekend,Not given,26,19
1478789,209918,Blue Ribbon Fried Chicken,Italian,22.573805370198883,Weekend,4,21,27
1478790,261341,Nobu Next Door,American,13.859169932639013,Weekend,Not given,34,25
1478791,378070,Blue Ribbon Fried Chicken,Japanese,16.584869678874234,Weekend,Not given,20,33
1478792,350873,The Smile,American,28.761137487456217,Weekend,4,26,28
1478793,201408,Nobu Next Door,French,24.083744518240582,Weekend,Not given,27,33
1478794,77544,Nha Trang One,Japanese,20.35174547035577,Weekend,Not given,20,25
1478795,81031,Nobu Next Door,Italian,20.82074984768602,Weekday,5,23,22
1478796,143177,Shake Shack,Middle Eastern,12.009662521716953,Weekday,Not given,20,30
1478797,93797,Parm,American,18.178484910108278,Weekend,4,31,25
1478798,60138,Jack's Wife Freda,Japanese,11.622831427092754,Weekend,Not given,24,21
1478799,133406,Blue Ribbon Fried Chicken,Mediterranean,19.03829287651324,Weekend,Not given,33,29
1478800,110828,Nobu Next Door,American,15.235476896399632,Weekday,Not given,21,25
1478801,370096,Nobu Next Door,Japanese,10.458546032628998,Weekend,4,22,17
1478802,68745,La Follia,Mediterranean,19.559901179328683,Weekday,5,24,30
1478803,369495,Cafe Mogador,American,15.83588544543572,Weekend,Not given,23,33
1478804,172801,Hatsuhana,Mexican,26.604356033139865,Weekend,3,26,19
1478805,387072,Shake Shack,Chinese,38.28042149632816,Weekend,5,31,21
1478806,317837,Jack's Wife Freda,American,16.468509320699802,Weekend,Not given,29,32
1478807,372306,Vezzo Thin Crust Pizza,American,9.669980798025604,Weekday,Not given,34,27
1478808,119965,TAO,Japanese,32.804153237043714,Weekday,Not given,26,28
1478809,111095,Shake Shack,Chinese,11.96706343596442,Weekday,4,21,29
1478810,103049,Shake Shack,Japanese,17.376265562478004,Weekend,5,24,32
1478811,268365,RedFarm Broadway,Japanese,6.755412124864589,Weekend,4,27,17
1478812,212369,Shake Shack,Japanese,15.03553002023174,Weekend,Not given,28,24
1478813,64651,Blue Ribbon Sushi,Chinese,21.359393776602943,Weekday,4,25,33
1478814,259311,The Meatball Shop,Japanese,34.30423714990107,Weekend,Not given,26,21
1478815,105837,Cafe Habana,Mediterranean,25.786205431736672,Weekend,4,29,30
1478816,325772,Shake Shack,Japanese,20.517521253717973,Weekday,5,34,24
1478817,111856,The Meatball Shop,Italian,15.94208219708449,Weekend,5,35,18
1478818,137565,Shake Shack,Chinese,10.856036363787087,Weekend,Not given,21,32
1478819,47410,Han Dynasty,American,15.862761937543247,Weekday,5,34,30
1478820,150577,Paul & Jimmy's,Italian,25.28789937033532,Weekend,Not given,30,18
1478821,68416,Shake Shack,Italian,12.38386954271849,Weekend,Not given,23,21
1478822,96943,Boqueria,Vietnamese,12.051998197447224,Weekday,Not given,35,27
1478823,93797,Han Dynasty,Italian,15.65497464881846,Weekend,4,29,30
1478824,230578,Chola Eclectic Indian Cuisine,Italian,17.76914401767879,Weekend,Not given,31,33
1478825,286386,Melt Shop,Korean,37.40265159650568,Weekend,Not given,27,16
1478826,36493,Blue Ribbon Fried Chicken,American,30.383102442913117,Weekend,5,30,33
1478827,83330,Blue Ribbon Sushi,American,13.021468210404164,Weekend,Not given,33,22
1478828,114453,da Umberto,American,12.337492380321727,Weekend,4,24,20
1478829,144821,Shake Shack,Italian,19.210491885614545,Weekday,Not given,25,30
1478830,201512,Blue Ribbon Sushi Bar & Grill,American,15.296761193635753,Weekend,5,23,17
1478831,92222,Joe's Shanghai _Àü£¾÷´,Chinese,31.369723079729077,Weekend,Not given,33,25
1478832,341636,Cafe Habana,American,17.07384819484664,Weekend,Not given,24,29
1478833,59814,Osteria Morini,American,16.40894677661349,Weekday,3,30,25
1478834,56692,Shake Shack,Italian,21.955706285914214,Weekend,5,33,26
1478835,154022,RedFarm Hudson,American,16.821555375390982,Weekend,Not given,21,33
1478836,60552,Shake Shack,American,22.650591580622223,Weekend,Not given,21,21
1478837,125553,Cafe Habana,Italian,16.678603632781503,Weekend,5,27,29
1478838,44867,Sushi of Gari 46,Mexican,5.964190055523256,Weekend,5,32,30
1478839,284226,Five Guys Burgers and Fries,Italian,34.31305570619229,Weekend,5,35,15
1478840,114217,RedFarm Broadway,Chinese,17.701543949396946,Weekend,4,22,17
1478841,240514,The Meatball Shop,Japanese,25.750737097673984,Weekend,Not given,35,32
1478842,368091,P.J. Clarke's,American,15.06612141953778,Weekend,3,34,27
1478843,103049,Shake Shack,Japanese,20.098008256302307,Weekday,5,33,31
1478844,154022,Cafe Mogador,American,10.746757645987842,Weekday,4,24,24
1478845,177578,Blue Ribbon Fried Chicken,American,24.64097863701516,Weekend,Not given,31,19
1478846,110061,Tamarind TriBeCa,Italian,23.612747954589423,Weekend,5,32,15
1478847,59792,ilili Restaurant,Chinese,18.101907024560816,Weekend,5,29,20
1478848,113507,TAO,Japanese,7.952111579926894,Weekend,5,22,20
1478849,97346,Mamoun's Falafel,Italian,26.11958309750198,Weekend,3,31,30
1478850,80683,Shake Shack,Japanese,16.938626262321563,Weekday,4,27,16
1478851,252342,CafÌ© China,American,12.326052805426396,Weekend,3,31,26
1478852,121476,Yama Japanese Restaurant,Italian,4.972965411126999,Weekend,5,23,20
1478853,397631,The Smile,Japanese,14.94447899204115,Weekday,5,22,19
1478854,41847,Sushi of Gari 46,Indian,17.427191597571397,Weekend,Not given,31,27
1478855,268335,Pylos,Japanese,31.217620056421097,Weekend,4,21,29
1478856,80574,Shake Shack,Japanese,37.93782291826243,Weekend,5,26,30
1478857,276162,The Meatball Shop,Japanese,16.204670489644375,Weekday,4,35,23
1478858,138117,Blue Ribbon Sushi Bar & Grill,American,19.19396588365629,Weekend,4,20,29
1478859,114128,Shake Shack,Southern,21.517500686883665,Weekday,5,23,18
1478860,127622,Momoya,Japanese,13.862484428441482,Weekend,4,20,16
1478861,136269,Pinto Nouveau Thai Bistro,Indian,27.574842202002365,Weekend,4,28,15
1478862,373122,Boqueria,American,19.041394518857555,Weekend,4,22,17
1478863,64653,Terakawa Ramen,Italian,21.487678698758238,Weekend,5,23,31
1478864,144395,Vanessa's Dumplings,American,29.442424328225595,Weekend,Not given,32,16
1478865,143177,Hummus Place,Mexican,15.258059234895606,Weekend,Not given,23,28
1478866,41409,TAO,Japanese,15.3146208789669,Weekend,3,28,31
1478867,54610,Blue Ribbon Sushi Izakaya,Japanese,17.537649403543828,Weekend,4,28,24
1478868,47280,Parm,Japanese,21.63394523999853,Weekend,3,31,23
1478869,55334,Sarabeth's Restaurant,American,32.191788660831406,Weekend,Not given,35,33
1478870,361701,Blue Ribbon Fried Chicken,Japanese,26.82656142126359,Weekend,4,29,25
1478871,125762,5 Napkin Burger,Chinese,20.56764760747401,Weekend,5,27,32
1478872,124363,The Meatball Shop,Italian,13.118039973856694,Weekend,Not given,23,32
1478873,299324,Blue Ribbon Fried Chicken,Japanese,18.98811222307793,Weekday,4,26,25
1478874,147088,Blue Ribbon Fried Chicken,Chinese,23.955556767501047,Weekend,Not given,34,30
1478875,117853,Carmine's,Japanese,18.548477285628387,Weekend,3,27,25
1478876,63040,Blue Ribbon Sushi,Middle Eastern,15.601076058482665,Weekend,5,20,28
1478877,78357,Rubirosa,Italian,32.11344206435928,Weekend,Not given,35,16
1478878,107879,Pepe Rosso To Go,Chinese,29.50652992594456,Weekend,Not given,32,24
1478879,370096,Boqueria,American,10.949114062872946,Weekend,Not given,27,25
1478880,62730,Blue Ribbon Sushi Bar & Grill,American,26.02004022020024,Weekend,3,23,15
1478881,103048,Blue Ribbon Sushi,Mexican,8.185663886853524,Weekend,Not given,34,17
1478882,301532,Five Guys Burgers and Fries,Indian,32.026143448053595,Weekday,5,21,25
1478883,50293,Parm,American,39.561672493835374,Weekend,Not given,30,21
1478884,117035,Blue Ribbon Sushi,American,8.510497980056241,Weekday,Not given,21,19
1478885,367611,Cafe Mogador,Mediterranean,23.75883460083072,Weekend,Not given,25,19
1478886,53513,Sushi of Gari 46,American,16.855161359073,Weekend,Not given,30,29
1478887,210544,Shake Shack,American,16.61083982529052,Weekday,5,28,24
1478888,41668,TAO,Chinese,24.637755121508683,Weekend,Not given,33,30
1478889,100035,Nobu Next Door,Japanese,32.69312766462727,Weekday,Not given,27,23
1478890,379538,Cafe Mogador,Japanese,14.071984181895925,Weekend,5,34,27
1478891,378820,Vanessa's Dumpling House,American,11.412129664846496,Weekday,5,31,27
1478892,275535,The Meatball Shop,Middle Eastern,12.486777550549998,Weekday,Not given,35,22
1478893,59919,Blue Ribbon Fried Chicken,Chinese,15.54762477882926,Weekday,5,31,22
1478894,59746,Blue Ribbon Fried Chicken,American,19.81201014901327,Weekend,5,26,15
1478895,150002,Rubirosa,American,19.033847280469097,Weekday,5,24,28
1478896,318515,Sushi of Gari,American,7.515838741411761,Weekday,Not given,21,25
1478897,142544,Pylos,American,9.710382044680705,Weekday,5,33,30
1478898,150599,Tamarind TriBeCa,Chinese,17.337146030761332,Weekend,Not given,26,25
1478899,355423,Vezzo Thin Crust Pizza,Italian,23.393766488342013,Weekend,5,27,20
1478900,127119,Hatsuhana,Indian,8.510790419196809,Weekend,5,20,23
1478901,297630,Carmine's,Mexican,23.88317502909787,Weekend,4,23,21
1478902,114453,Xi'an Famous Foods,Vietnamese,27.079412150639605,Weekend,4,24,16
1478903,297100,Chipotle Mexican Grill $1.99 Delivery,American,29.367256654688244,Weekend,5,33,28
1478904,151077,Cafe Mogador,American,24.96817505924854,Weekend,Not given,30,26
1478905,216938,Xi'an Famous Foods,Italian,32.442033242926655,Weekend,4,29,30
1478906,79258,Carmine's,Japanese,29.629196377933088,Weekday,5,34,24
1478907,184368,TAO,American,24.59314237304683,Weekend,5,34,22
1478908,378535,Blue Ribbon Sushi Izakaya,Chinese,16.224015194002842,Weekend,Not given,32,18
1478909,60249,Parm,Japanese,15.824319225861906,Weekday,Not given,27,21
1478910,378452,Dos Caminos,Italian,13.727791236107612,Weekend,Not given,30,30
1478911,105849,Blue Ribbon Sushi Izakaya,Japanese,33.84133358255731,Weekday,3,28,20
1478912,113969,Burger Joint,Chinese,13.84124589287673,Weekend,5,20,22
1478913,155624,Blue Ribbon Fried Chicken,American,9.943047410490236,Weekday,3,26,18
1478914,143511,Shake Shack,American,14.787518221357216,Weekend,Not given,24,27
1478915,367018,Cafe Mogador,Chinese,17.383864326518747,Weekday,Not given,20,27
1478916,373603,Shake Shack,American,19.219513187923788,Weekend,Not given,29,23
1478917,78909,Cafe Habana,American,15.712562469255836,Weekend,5,26,25
1478918,274190,Blue Ribbon Sushi,American,12.092489537450128,Weekend,3,33,30
1478919,366975,Rubirosa,Japanese,15.94042785779178,Weekend,5,23,27
1478920,175260,Bareburger,Mediterranean,6.675286949331295,Weekend,5,35,24
1478921,97991,Blue Ribbon Sushi,Italian,10.942288849337084,Weekend,Not given,23,21
1478922,52256,Shake Shack,Chinese,21.599051345387164,Weekend,Not given,27,25
1478923,165738,Five Guys Burgers and Fries,American,31.25582436573853,Weekday,4,24,28
1478924,147489,Blue Ribbon Fried Chicken,Mexican,35.57859006445474,Weekend,Not given,34,19
1478925,66089,The Meatball Shop,Italian,11.62810550121535,Weekend,3,22,25
1478926,53212,da Umberto,Chinese,15.820135937555769,Weekday,5,34,25
1478927,208020,Blue Ribbon Sushi,Japanese,29.88118881872926,Weekend,5,30,23
1478928,302923,Empanada Mama (closed),Mediterranean,13.034491555077423,Weekend,Not given,32,29
1478929,99258,Parm,Mexican,18.405256685372528,Weekday,4,34,24
1478930,42394,RedFarm Broadway,Japanese,18.705085995035446,Weekday,Not given,31,20
1478931,143511,Blue Ribbon Fried Chicken,American,25.954758084759447,Weekday,5,25,16
1478932,302790,Shake Shack,Indian,18.25012039564417,Weekday,Not given,20,30
1478933,63860,Delicatessen,Japanese,17.638845509735248,Weekday,Not given,31,15
1478934,58175,Tamarind TriBeCa,Chinese,29.00516561024211,Weekend,5,23,17
1478935,314523,RedFarm Broadway,American,12.855724418387146,Weekend,Not given,21,24
1478936,252385,Vanessa's Dumpling House,American,21.185657834083077,Weekday,Not given,20,20
1478937,221394,Xi'an Famous Foods,Chinese,25.283647724023503,Weekend,Not given,30,28
1478938,367561,Wa Jeal,Mediterranean,8.645996209487553,Weekday,3,21,25
1478939,124436,Blue Ribbon Fried Chicken,Chinese,10.514314904171112,Weekend,Not given,33,19
1478940,69792,Blue Ribbon Fried Chicken,Italian,11.28505826240149,Weekend,Not given,25,29
1478941,350083,Sushi of Gari 46,American,25.709050063815848,Weekend,Not given,26,21
1478942,65349,Momoya,American,11.505490521251415,Weekend,4,23,29
1478943,143984,Shake Shack,American,22.98722450365213,Weekend,Not given,31,29
1478944,84057,Blue Ribbon Fried Chicken,Italian,13.016268347887548,Weekend,Not given,29,18
1478945,97294,Bistango,American,18.43192668677681,Weekend,Not given,31,15
1478946,94152,Cho Dang Gol,American,15.970955317551017,Weekday,5,31,25
1478947,264750,Nobu Next Door,Japanese,12.712841968551835,Weekday,Not given,31,29
1478948,58868,ilili Restaurant,Chinese,18.39293528147321,Weekend,5,34,22
1478949,353576,brgr,American,32.2456352011164,Weekend,4,27,22
1478950,124893,Blue Ribbon Fried Chicken,Japanese,32.802068448369404,Weekday,4,27,25
1478951,45547,The Smile,Italian,25.194428944247505,Weekend,5,30,21
1478952,118746,Blue Ribbon Sushi,American,27.073756512785742,Weekend,Not given,33,32
1478953,120460,Hill Country Fried Chicken,American,32.19444482790946,Weekend,3,29,28
1478954,88701,RedFarm Hudson,Japanese,8.805320502038178,Weekday,5,27,30
1478955,127056,Tortaria,Indian,36.79920578498985,Weekend,4,28,27
1478956,155525,Dickson's Farmstand Meats,Japanese,14.94988474568668,Weekend,Not given,28,30
1478957,42095,Empanada Mama (closed),Chinese,18.818578077985418,Weekend,4,28,16
1478958,104336,Cafe Mogador,Japanese,12.296191074675267,Weekend,5,22,33
1478959,399452,Chipotle Mexican Grill $1.99 Delivery,Mexican,8.104363193679092,Weekend,5,31,24
1478960,83287,Lucky's Famous Burgers,Japanese,16.709147799999528,Weekend,Not given,26,18
1478961,92317,Shake Shack,Italian,33.18979966168933,Weekend,Not given,20,24
1478962,56642,Shake Shack,Italian,16.007306940179912,Weekend,5,20,26
1478963,67457,Blue Ribbon Sushi,Italian,10.88991746645161,Weekend,5,28,25
1478964,320993,The Meatball Shop,Italian,4.516202600878234,Weekend,4,31,19
1478965,209149,Sarabeth's,American,8.57983505015424,Weekend,4,20,21
1478966,112006,12 Chairs,Italian,21.10755779580497,Weekend,Not given,27,28
1478967,86391,Shake Shack,American,27.462608177004,Weekday,Not given,29,18
1478968,45620,Yama Japanese Restaurant,Japanese,6.362408090277462,Weekday,Not given,24,22
1478969,58718,Han Dynasty,Japanese,20.913908735519662,Weekend,4,28,22
1478970,385393,The Meatball Shop,Chinese,17.714053224670597,Weekend,5,34,28
1478971,337730,Chipotle Mexican Grill $1.99 Delivery,Italian,14.076209082834849,Weekend,Not given,25,18
1478972,64123,Hill Country Fried Chicken,American,9.188774890622424,Weekend,Not given,25,21
1478973,94523,Parm,Italian,24.563270699146035,Weekend,Not given,32,31
1478974,129768,Blue Ribbon Sushi,Chinese,25.323472405914373,Weekday,5,23,16
1478975,138962,Burger Joint,Italian,11.802254382403246,Weekday,5,31,23
1478976,101499,The Meatball Shop,American,23.542997754514392,Weekend,3,30,18
1478977,399520,ilili Restaurant,American,38.20474152302885,Weekend,3,22,28
1478978,229916,TAO,American,24.60136712522896,Weekend,5,35,18
1478979,291891,The Meatball Shop,Indian,17.698339473279617,Weekend,Not given,33,21
1478980,366924,Blue Ribbon Sushi,American,16.48009769897378,Weekend,4,32,30
1478981,385193,Nobu Next Door,Japanese,14.15337750732653,Weekend,4,23,28
1478982,214364,Hill Country Fried Chicken,American,32.769229809522834,Weekday,4,21,24
1478983,42755,Shake Shack,Mexican,21.45973034963461,Weekend,4,23,27
1478984,320588,Moonstruck on Second,Chinese,34.70564419857149,Weekend,Not given,20,29
1478985,196223,Shake Shack,Japanese,16.39192699662596,Weekend,3,35,26
1478986,67791,Sushi Samba,Mediterranean,29.21159649990058,Weekend,Not given,20,22
1478987,96499,Nobu Next Door,American,10.450240518875075,Weekend,5,35,15
1478988,64830,Sushi of Gari 46,Middle Eastern,30.48139603370688,Weekday,5,29,24
1478989,144852,Rubirosa,Japanese,12.161626789241096,Weekend,4,33,20
1478990,186443,RedFarm Hudson,Mexican,13.094684151302747,Weekend,5,26,17
1478991,335867,Blue Ribbon Fried Chicken,Japanese,18.20128249905229,Weekend,4,31,18
1478992,70815,Blue Ribbon Fried Chicken,Italian,8.543685982845176,Weekday,5,32,31
1478993,91692,Il Bambino,Chinese,26.221049640577693,Weekend,Not given,33,32
1478994,400433,Dos Caminos,American,11.561681211888812,Weekend,4,28,24
1478995,362228,Rubirosa,Japanese,25.058305692584465,Weekend,5,29,18
1478996,164174,Olea,American,30.813240152067525,Weekday,Not given,31,26
1478997,314523,Balthazar Boulangerie,Japanese,26.7877094483147,Weekend,Not given,23,28
1478998,294448,Blue Ribbon Fried Chicken,American,22.35452825149164,Weekend,Not given,28,28
1478999,346399,Osteria Morini,Italian,28.42454368753434,Weekend,5,27,25
1479000,49763,Nobu Next Door,American,21.424820883449687,Weekend,Not given,25,18
1479001,277868,Shake Shack,American,23.846629263380184,Weekday,5,29,25
1479002,109876,Sarabeth's Restaurant,American,16.04667998275744,Weekend,3,30,18
1479003,221430,The Meatball Shop,American,25.261471025909103,Weekend,3,20,25
1479004,276692,Cafe Mogador,American,33.41062126082696,Weekend,Not given,26,26
1479005,128711,Jack's Wife Freda,American,26.47302528372304,Weekend,Not given,22,16
1479006,299324,P.J. Clarke's,Japanese,19.97286373290108,Weekend,4,23,24
1479007,348852,Shake Shack,American,13.587782565434903,Weekend,5,21,25
1479008,125824,Pylos,Mexican,13.38649678322523,Weekend,5,27,28
1479009,58675,Shake Shack,Italian,10.90655792109196,Weekend,4,33,18
1479010,153286,Han Dynasty,American,35.74464164280268,Weekday,4,23,20
1479011,114055,Shake Shack,Japanese,10.30707783069114,Weekend,Not given,35,28
1479012,39748,Blue Ribbon Sushi Izakaya,Italian,26.877307206146,Weekend,4,32,16
1479013,318404,Parm,Spanish,30.6374081985992,Weekend,Not given,31,27
1479014,74395,The Meatball Shop,Japanese,14.04666508938345,Weekend,4,30,30
1479015,221193,Mission Cantina,American,19.14968618847284,Weekday,3,31,24
1479016,135940,Blue Ribbon Sushi,Chinese,20.24242722481406,Weekend,Not given,27,26
1479017,304509,Rubirosa,Japanese,21.28037556131324,Weekend,Not given,27,16
1479018,250537,The Loop,American,7.196474247161856,Weekend,Not given,29,18
1479019,68345,RedFarm Hudson,Chinese,10.03444992235691,Weekday,Not given,32,30
1479020,144484,Tortaria,Italian,10.97439994653099,Weekday,5,26,29
